message,label
I was on leave yesterday.,NO_INTENT
all good from my side.,NO_INTENT
Remind me to deploy after lunch,REMINDER
townhall next week,EVENT
Thanks,NO_INTENT
Raise a Jira ticket,TASK
Raise a Jira ticket,TASK
All good from my side,NO_INTENT
sounds good.,NO_INTENT
Cool,NO_INTENT
standup at 10am,EVENT
remind me to update jira,REMINDER
Noted,NO_INTENT
Done already.,NO_INTENT
We discussed this earlier.,NO_INTENT
Quick call now,EVENT
planning session this evening.,EVENT
let’s sync at 4 today,EVENT
we discussed this earlier,NO_INTENT
lol that’s funny,NO_INTENT
Sprint planning tomorrow,EVENT
We discussed this earlier,NO_INTENT
Raise a Jira ticket.,TASK
Cool,NO_INTENT
Reminder for sprint retro.,REMINDER
Noted.,NO_INTENT
Interview moved to Monday,EVENT
run regression tests,TASK
don’t let me forget the meeting,REMINDER
makes sense,NO_INTENT
Cool,NO_INTENT
Daily scrum at 11,EVENT
cool,NO_INTENT
Please remind me before EOD,REMINDER
Client call tomorrow,EVENT
update environment configs,TASK
Release call tonight.,EVENT
Cool.,NO_INTENT
Close the ticket,TASK
Planning session this evening,EVENT
Please remind me before EOD,REMINDER
Finish the feature today,TASK
Reminder to push code,REMINDER
Townhall next week.,EVENT
Need a reminder for demo,REMINDER
Meeting with QA post lunch,EVENT
Remind me to check logs.,REMINDER
Let’s sync at 4 today,EVENT
haha okay.,NO_INTENT
Quick call now.,EVENT
Complete the test cases.,TASK
Sprint planning tomorrow.,EVENT
All good from my side,NO_INTENT
Finish the feature today,TASK
Prepare slides for demo,TASK
Reminder for sprint retro,REMINDER
tech discussion at 3 pm,EVENT
Set a reminder for standup,REMINDER
Fix the prod bug,TASK
Remind me about PR review,REMINDER
can you remind me later,REMINDER
1:1 with manager today,EVENT
Okay got it,NO_INTENT
Deploy to staging,TASK
Remind me to deploy after lunch,REMINDER
Let’s sync at 4 today,EVENT
Cool,NO_INTENT
run regression tests,TASK
Client call tomorrow,EVENT
fix the prod bug,TASK
Update environment configs,TASK
complete the test cases,TASK
Remind me to check logs,REMINDER
We discussed this earlier.,NO_INTENT
can you remind me later,REMINDER
Need reminder for release.,REMINDER
Finish the feature today.,TASK
Need reminder for release,REMINDER
Check the logs,TASK
Ping me to review PR.,REMINDER
Run regression tests.,TASK
Standup at 10am,EVENT
remind me to submit timesheet,REMINDER
townhall next week,EVENT
Remind me to submit timesheet,REMINDER
check the logs,TASK
Demo scheduled for Friday,EVENT
Finish the feature today,TASK
Validate API responses,TASK
1:1 with manager today,EVENT
1:1 with manager today,EVENT
Remind me to check logs,REMINDER
Review the PR,TASK
Reminder for sprint retro,REMINDER
Update the doc in Confluence.,TASK
Check the logs.,TASK
Raise a Jira ticket.,TASK
Sprint planning tomorrow,EVENT
Don’t let me forget the meeting,REMINDER
Raise a Jira ticket,TASK
I was on leave yesterday.,NO_INTENT
Prod issue call in 10 mins,EVENT
Need reminder for release,REMINDER
Run regression tests,TASK
Ping me to review PR.,REMINDER
raise a jira ticket,TASK
Can you remind me later,REMINDER
1:1 with manager today,EVENT
Remind me to submit timesheet.,REMINDER
Set a reminder for standup,REMINDER
All good from my side.,NO_INTENT
I was on leave yesterday.,NO_INTENT
Yep,NO_INTENT
Raise a Jira ticket.,TASK
Haha okay,NO_INTENT
Raise a Jira ticket.,TASK
Makes sense,NO_INTENT
Check the logs,TASK
Remind me to update Jira,REMINDER
Review the PR,TASK
Noted,NO_INTENT
Remind me to update Jira,REMINDER
Remind me to update Jira.,REMINDER
ping me to review pr.,REMINDER
Run regression tests,TASK
Standup at 10am,EVENT
Push the code to main,TASK
deploy to staging,TASK
1:1 with manager today,EVENT
Remind me about PR review,REMINDER
Townhall next week,EVENT
Can you remind me later.,REMINDER
raise a jira ticket,TASK
Fix the prod bug.,TASK
Reminder to push code,REMINDER
All good from my side,NO_INTENT
Standup at 10am,EVENT
All good from my side,NO_INTENT
daily scrum at 11,EVENT
Set reminder for client call.,REMINDER
Run regression tests,TASK
Deploy to staging,TASK
reminder to push code,REMINDER
Sounds good,NO_INTENT
1:1 with manager today,EVENT
quick call now,EVENT
Tech discussion at 3 PM.,EVENT
Prepare slides for demo,TASK
lol that’s funny,NO_INTENT
Daily scrum at 11,EVENT
Noted,NO_INTENT
Ping me to review PR,REMINDER
fix the prod bug,TASK
Looks good to me,NO_INTENT
Raise a Jira ticket,TASK
Run regression tests,TASK
Tech discussion at 3 PM.,EVENT
Set a reminder for standup.,REMINDER
Complete the test cases,TASK
Daily scrum at 11,EVENT
Haha okay.,NO_INTENT
Cool.,NO_INTENT
Tech discussion at 3 PM,EVENT
Set reminder for client call,REMINDER
Close the ticket,TASK
prepare slides for demo,TASK
Run regression tests.,TASK
Close the ticket,TASK
Demo scheduled for Friday,EVENT
Prepare slides for demo.,TASK
update environment configs,TASK
Standup at 10am,EVENT
We discussed this earlier,NO_INTENT
Demo scheduled for Friday,EVENT
Fix the prod bug,TASK
Merge the branch,TASK
Run regression tests,TASK
Tech discussion at 3 PM,EVENT
Reminder to push code,REMINDER
Cool,NO_INTENT
noted,NO_INTENT
Remind me to update Jira.,REMINDER
Haha okay,NO_INTENT
Done already,NO_INTENT
Standup at 10am.,EVENT
Can you remind me later,REMINDER
run regression tests.,TASK
let’s sync at 4 today.,EVENT
Ping me to review PR,REMINDER
remind me to update jira,REMINDER
looks good to me,NO_INTENT
Done already,NO_INTENT
Reminder for sprint retro,REMINDER
Check the logs,TASK
Review the PR,TASK
Haha okay,NO_INTENT
need reminder for release,REMINDER
remind me to update jira,REMINDER
Thanks,NO_INTENT
Deploy to staging.,TASK
Let’s sync at 4 today,EVENT
Client call tomorrow,EVENT
We discussed this earlier.,NO_INTENT
Makes sense,NO_INTENT
Noted,NO_INTENT
daily scrum at 11,EVENT
Looks good to me,NO_INTENT
please remind me before eod.,REMINDER
Update the doc in Confluence,TASK
Need reminder for release.,REMINDER
update environment configs.,TASK
looks good to me,NO_INTENT
remind me about pr review,REMINDER
Deploy to staging,TASK
Let’s sync at 4 today,EVENT
daily scrum at 11.,EVENT
Set a reminder for standup.,REMINDER
Demo scheduled for Friday,EVENT
done already.,NO_INTENT
update environment configs,TASK
Remind me to deploy after lunch.,REMINDER
raise a jira ticket,TASK
demo scheduled for friday,EVENT
Set reminder for client call,REMINDER
okay got it.,NO_INTENT
push the code to main,TASK
Remind me about PR review.,REMINDER
Close the ticket,TASK
I was on leave yesterday,NO_INTENT
Looks good to me.,NO_INTENT
Noted.,NO_INTENT
Review the PR,TASK
All good from my side,NO_INTENT
Review the PR,TASK
ping me to review pr,REMINDER
Validate API responses.,TASK
Townhall next week.,EVENT
Prod issue call in 10 mins.,EVENT
Remind me to submit timesheet.,REMINDER
Release call tonight,EVENT
Remind me to submit timesheet,REMINDER
Yep,NO_INTENT
Sprint planning tomorrow.,EVENT
Raise a Jira ticket,TASK
Interview moved to Monday,EVENT
close the ticket,TASK
reminder for sprint retro,REMINDER
reminder for sprint retro,REMINDER
We discussed this earlier,NO_INTENT
Reminder for sprint retro,REMINDER
All good from my side,NO_INTENT
Thanks,NO_INTENT
Reminder to push code,REMINDER
All good from my side.,NO_INTENT
Remind me to submit timesheet.,REMINDER
Check the logs,TASK
Fix the prod bug.,TASK
lol that’s funny,NO_INTENT
Update environment configs.,TASK
Set reminder for client call.,REMINDER
sprint planning tomorrow.,EVENT
Close the ticket,TASK
remind me to check logs.,REMINDER
remind me about pr review,REMINDER
complete the test cases.,TASK
check the logs,TASK
Push the code to main,TASK
Makes sense,NO_INTENT
Prepare slides for demo,TASK
sounds good,NO_INTENT
Reminder to push code,REMINDER
1:1 with manager today,EVENT
Fix the prod bug,TASK
Standup at 10am.,EVENT
Okay got it,NO_INTENT
Prepare slides for demo,TASK
Okay got it,NO_INTENT
Need reminder for release.,REMINDER
Okay got it,NO_INTENT
Yep,NO_INTENT
Merge the branch,TASK
Interview moved to Monday.,EVENT
yep,NO_INTENT
I was on leave yesterday,NO_INTENT
Client call tomorrow,EVENT
Update the doc in Confluence.,TASK
Meeting with QA post lunch,EVENT
Can you remind me later.,REMINDER
No issues so far,NO_INTENT
thanks,NO_INTENT
Let’s sync at 4 today.,EVENT
Cool.,NO_INTENT
Remind me to deploy after lunch,REMINDER
Finish the feature today,TASK
prepare slides for demo.,TASK
Update the doc in Confluence,TASK
Townhall next week,EVENT
Reminder to push code.,REMINDER
Client call tomorrow,EVENT
Push the code to main,TASK
Daily scrum at 11.,EVENT
Validate API responses,TASK
We discussed this earlier,NO_INTENT
Quick call now,EVENT
update the doc in confluence,TASK
Raise a Jira ticket,TASK
We discussed this earlier,NO_INTENT
standup at 10am.,EVENT
Check the logs,TASK
Townhall next week.,EVENT
Need reminder for release,REMINDER
Check the logs,TASK
Check the logs,TASK
Remind me to check logs,REMINDER
Remind me to update Jira,REMINDER
Reminder to push code,REMINDER
Raise a Jira ticket,TASK
Makes sense,NO_INTENT
Deploy to staging,TASK
Done already,NO_INTENT
Sprint planning tomorrow.,EVENT
Remind me to submit timesheet,REMINDER
Thanks,NO_INTENT
Remind me to check logs.,REMINDER
Meeting with QA post lunch.,EVENT
Looks good to me,NO_INTENT
all good from my side,NO_INTENT
daily scrum at 11.,EVENT
Push the code to main.,TASK
close the ticket.,TASK
Haha okay,NO_INTENT
haha okay,NO_INTENT
Demo scheduled for Friday,EVENT
Need reminder for release,REMINDER
Prepare slides for demo.,TASK
Tech discussion at 3 PM,EVENT
Please remind me before EOD,REMINDER
Remind me to check logs,REMINDER
lol that’s funny,NO_INTENT
Raise a Jira ticket,TASK
Update environment configs,TASK
Review the PR,TASK
Standup at 10am,EVENT
Close the ticket,TASK
Close the ticket.,TASK
Interview moved to Monday,EVENT
Daily scrum at 11,EVENT
Push the code to main.,TASK
Standup at 10am.,EVENT
sprint planning tomorrow,EVENT
Thanks.,NO_INTENT
Don’t let me forget the meeting.,REMINDER
Run regression tests,TASK
Done already,NO_INTENT
Fix the prod bug,TASK
Yep.,NO_INTENT
sounds good,NO_INTENT
Remind me to deploy after lunch,REMINDER
need a reminder for demo,REMINDER
Prod issue call in 10 mins,EVENT
Reminder to push code.,REMINDER
Remind me to check logs,REMINDER
no issues so far,NO_INTENT
Update environment configs,TASK
Review the PR,TASK
Daily scrum at 11,EVENT
Don’t let me forget the meeting,REMINDER
Remind me to update Jira,REMINDER
makes sense,NO_INTENT
I was on leave yesterday,NO_INTENT
Close the ticket.,TASK
Sounds good,NO_INTENT
Looks good to me.,NO_INTENT
Quick call now,EVENT
push the code to main,TASK
Finish the feature today,TASK
let’s sync at 4 today,EVENT
Quick call now.,EVENT
Quick call now,EVENT
Can you remind me later,REMINDER
Standup at 10am,EVENT
Remind me to submit timesheet,REMINDER
Reminder to push code.,REMINDER
Release call tonight,EVENT
Planning session this evening,EVENT
Check the logs.,TASK
I was on leave yesterday,NO_INTENT
Sounds good.,NO_INTENT
Update environment configs,TASK
Makes sense.,NO_INTENT
1:1 with manager today.,EVENT
Need reminder for release,REMINDER
No issues so far.,NO_INTENT
Reminder to push code,REMINDER
i was on leave yesterday.,NO_INTENT
remind me to update jira.,REMINDER
Makes sense,NO_INTENT
Reminder to push code,REMINDER
Ping me to review PR,REMINDER
please remind me before eod.,REMINDER
close the ticket,TASK
Deploy to staging.,TASK
push the code to main,TASK
Reminder for sprint retro,REMINDER
Finish the feature today,TASK
Reminder for sprint retro,REMINDER
Set reminder for client call,REMINDER
Prod issue call in 10 mins,EVENT
Okay got it,NO_INTENT
i was on leave yesterday,NO_INTENT
lol that’s funny.,NO_INTENT
i was on leave yesterday,NO_INTENT
1:1 with manager today,EVENT
Interview moved to Monday,EVENT
Planning session this evening,EVENT
I was on leave yesterday,NO_INTENT
Close the ticket,TASK
Meeting with QA post lunch,EVENT
All good from my side.,NO_INTENT
No issues so far,NO_INTENT
Thanks,NO_INTENT
Push the code to main,TASK
Complete the test cases,TASK
lol that’s funny,NO_INTENT
set reminder for client call,REMINDER
Sprint planning tomorrow,EVENT
Demo scheduled for Friday,EVENT
Run regression tests.,TASK
i was on leave yesterday,NO_INTENT
prod issue call in 10 mins,EVENT
demo scheduled for friday,EVENT
We discussed this earlier,NO_INTENT
client call tomorrow,EVENT
All good from my side.,NO_INTENT
update environment configs.,TASK
Update the doc in Confluence,TASK
Need a reminder for demo,REMINDER
1:1 with manager today,EVENT
Remind me about PR review.,REMINDER
No issues so far,NO_INTENT
Can you remind me later,REMINDER
No issues so far,NO_INTENT
cool,NO_INTENT
Tech discussion at 3 PM.,EVENT
Remind me to submit timesheet,REMINDER
lol that’s funny,NO_INTENT
Remind me to check logs.,REMINDER
Please remind me before EOD,REMINDER
Thanks,NO_INTENT
Need a reminder for demo,REMINDER
Can you remind me later.,REMINDER
Done already,NO_INTENT
Sprint planning tomorrow,EVENT
Meeting with QA post lunch,EVENT
1:1 with manager today.,EVENT
push the code to main,TASK
Sounds good.,NO_INTENT
Noted,NO_INTENT
Prepare slides for demo.,TASK
lol that’s funny.,NO_INTENT
Quick call now,EVENT
prod issue call in 10 mins,EVENT
Haha okay,NO_INTENT
client call tomorrow,EVENT
Need a reminder for demo.,REMINDER
Let’s sync at 4 today,EVENT
Reminder for sprint retro,REMINDER
Can you remind me later,REMINDER
Raise a Jira ticket,TASK
let’s sync at 4 today,EVENT
Review the PR.,TASK
tech discussion at 3 pm,EVENT
Need reminder for release.,REMINDER
Fix the prod bug,TASK
interview moved to monday.,EVENT
Fix the prod bug.,TASK
reminder for sprint retro,REMINDER
Please remind me before EOD.,REMINDER
Daily scrum at 11,EVENT
Fix the prod bug.,TASK
Done already,NO_INTENT
review the pr,TASK
Standup at 10am,EVENT
Validate API responses.,TASK
Update environment configs,TASK
reminder for sprint retro.,REMINDER
Done already,NO_INTENT
Interview moved to Monday,EVENT
Raise a Jira ticket,TASK
Ping me to review PR,REMINDER
Don’t let me forget the meeting,REMINDER
Need a reminder for demo,REMINDER
Finish the feature today,TASK
Interview moved to Monday,EVENT
Reminder to push code,REMINDER
Cool,NO_INTENT
prepare slides for demo.,TASK
Remind me to submit timesheet,REMINDER
validate api responses.,TASK
update environment configs.,TASK
Client call tomorrow.,EVENT
Update the doc in Confluence.,TASK
Merge the branch,TASK
Push the code to main,TASK
1:1 with manager today,EVENT
sounds good,NO_INTENT
Prod issue call in 10 mins.,EVENT
No issues so far,NO_INTENT
No issues so far,NO_INTENT
No issues so far.,NO_INTENT
ping me to review pr.,REMINDER
Close the ticket,TASK
Sounds good,NO_INTENT
Client call tomorrow,EVENT
Quick call now.,EVENT
Set reminder for client call,REMINDER
Don’t let me forget the meeting.,REMINDER
Reminder to push code,REMINDER
Yep.,NO_INTENT
Okay got it,NO_INTENT
No issues so far,NO_INTENT
Prepare slides for demo,TASK
Validate API responses,TASK
set reminder for client call.,REMINDER
Tech discussion at 3 PM,EVENT
no issues so far,NO_INTENT
Let’s sync at 4 today,EVENT
Need a reminder for demo,REMINDER
can you remind me later.,REMINDER
Okay got it,NO_INTENT
set reminder for client call,REMINDER
validate api responses,TASK
Merge the branch,TASK
Validate API responses,TASK
Set reminder for client call,REMINDER
update environment configs.,TASK
Townhall next week.,EVENT
Raise a Jira ticket,TASK
daily scrum at 11,EVENT
release call tonight,EVENT
Ping me to review PR,REMINDER
release call tonight.,EVENT
Meeting with QA post lunch,EVENT
No issues so far.,NO_INTENT
push the code to main,TASK
prod issue call in 10 mins,EVENT
Noted.,NO_INTENT
no issues so far,NO_INTENT
standup at 10am,EVENT
okay got it,NO_INTENT
Update environment configs,TASK
Townhall next week,EVENT
planning session this evening,EVENT
Remind me to check logs,REMINDER
review the pr.,TASK
Remind me to check logs.,REMINDER
Raise a Jira ticket,TASK
All good from my side,NO_INTENT
Client call tomorrow.,EVENT
looks good to me,NO_INTENT
Update the doc in Confluence.,TASK
Update environment configs,TASK
No issues so far,NO_INTENT
remind me to deploy after lunch,REMINDER
Planning session this evening.,EVENT
Quick call now,EVENT
Haha okay,NO_INTENT
need a reminder for demo.,REMINDER
Noted.,NO_INTENT
Remind me about PR review,REMINDER
Remind me about PR review,REMINDER
Raise a Jira ticket,TASK
tech discussion at 3 pm.,EVENT
Review the PR.,TASK
Remind me to deploy after lunch,REMINDER
Close the ticket.,TASK
Demo scheduled for Friday,EVENT
Release call tonight,EVENT
run regression tests.,TASK
Demo scheduled for Friday,EVENT
Remind me to deploy after lunch.,REMINDER
prepare slides for demo,TASK
Update the doc in Confluence.,TASK
Merge the branch,TASK
Sounds good,NO_INTENT
Sprint planning tomorrow.,EVENT
Tech discussion at 3 PM.,EVENT
Remind me about PR review.,REMINDER
Close the ticket.,TASK
review the pr,TASK
Haha okay.,NO_INTENT
Set reminder for client call,REMINDER
